AirportFrom,AirportTo,DelayRate_Route,FreqRate_Route
ALB,MDW,0.5,62
ALB,ORD,0.3956043956043956,91
ALB,TPA,0.45161290322580644,31
AMA,DAL,0.5576923076923077,156
AMA,DEN,0.75,56
AMA,DFW,0.36619718309859156,71
AMA,IAH,0.3153153153153153,111
AMA,LAS,0.8709677419354839,31
AMA,MEM,0.2807017543859649,57
ANC,ADK,0.0,9
ANC,ADQ,0.2857142857142857,56
ANC,BET,0.2619047619047619,84
ANC,CDV,0.5,28
ANC,FAI,0.25738396624472576,237
ANC,HNL,0.0967741935483871,31
ANC,JNU,0.34831460674157305,89
ANC,LAX,0.6666666666666666,3
ANC,MSP,0.25,32
ANC,OGG,0.15384615384615385,13
ANC,OME,0.6666666666666666,30
ANC,ORD,0.3225806451612903,31
ANC,OTZ,0.4666666666666667,60
ANC,PDX,0.34545454545454546,55
ANC,PHX,0.3695652173913043,46
ANC,SCC,0.11538461538461539,26
ANC,SEA,0.34451901565995524,447
ANC,SLC,0.16666666666666666,30
ASE,DEN,0.3089700996677741,301
ASE,IAH,0.75,4
ASE,LAX,0.5254237288135594,59
ASE,ORD,0.5396825396825397,63
ASE,SFO,0.5483870967741935,31
ATL,ABE,0.5483870967741935,31
ATL,ABQ,0.5135135135135135,74
ATL,ABY,0.3103448275862069,87
ATL,ACY,0.3548387096774194,62
ATL,AEX,0.3787878787878788,132
ATL,AGS,0.421455938697318,261
ATL,ALB,0.4772727272727273,88
ATL,ATW,0.5161290322580645,31
ATL,AUS,0.42134831460674155,178
ATL,AVL,0.3371647509578544,261
ATL,BDL,0.3687150837988827,179
ATL,BHM,0.47506561679790027,381
ATL,BKG,0.2037037037037037,54
ATL,BMI,0.48068669527896996,233
ATL,BNA,0.4460431654676259,278
ATL,BOS,0.42,450
ATL,BQK,0.3218390804597701,87
ATL,BTR,0.43946188340807174,223
ATL,BUF,0.2962962962962963,243
ATL,BWI,0.3490566037735849,530
ATL,BZN,0.38461538461538464,13
ATL,CAE,0.38175675675675674,296
ATL,CAK,0.38926174496644295,298
ATL,CHA,0.30864197530864196,243
ATL,CHO,0.367816091954023,87
ATL,CHS,0.4105960264900662,302
ATL,CLE,0.4624505928853755,253
ATL,CLT,0.3421875,640
ATL,CMH,0.39100346020761245,289
ATL,COS,0.7096774193548387,31
ATL,CRW,0.37398373983739835,123
ATL,CSG,0.2966101694915254,118
ATL,CVG,0.4827586206896552,232
ATL,DAB,0.5491803278688525,122
ATL,DAY,0.326007326007326,273
ATL,DCA,0.38449612403100775,645
ATL,DEN,0.5439814814814815,432
ATL,DFW,0.3508557457212714,818
ATL,DHN,0.3050847457627119,118
ATL,DSM,0.5280898876404494,89
ATL,DTW,0.5057471264367817,435
ATL,ECP,0.3360995850622407,241
ATL,EGE,0.2857142857142857,14
ATL,ELP,0.5402298850574713,87
ATL,EVV,0.3181818181818182,88
ATL,EWN,0.25675675675675674,74
ATL,EWR,0.46966731898238745,511
ATL,EYW,0.47368421052631576,95
ATL,FAY,0.3983739837398374,246
ATL,FLL,0.5113122171945701,663
ATL,FLO,0.5,18
ATL,FNT,0.4669811320754717,212
ATL,FWA,0.55,60
ATL,GNV,0.37628865979381443,194
ATL,GPT,0.3795180722891566,166
ATL,GRK,0.5245901639344263,61
ATL,GRR,0.8125,48
ATL,GSO,0.3110367892976589,299
ATL,GSP,0.4105263157894737,285
ATL,GTR,0.23333333333333334,30
ATL,HDN,0.5,14
ATL,HNL,0.4838709677419355,31
ATL,HOU,0.41620111731843573,358
ATL,HPN,0.44214876033057854,242
ATL,HSV,0.35714285714285715,280
ATL,IAD,0.36556603773584906,424
ATL,IAH,0.42207792207792205,462
ATL,ICT,0.37916666666666665,240
ATL,ILM,0.43636363636363634,165
ATL,IND,0.45,340
ATL,JAC,0.5384615384615384,13
ATL,JAN,0.40725806451612906,248
ATL,JAX,0.45850622406639,482
ATL,JFK,0.48514851485148514,202
ATL,LAS,0.4819277108433735,332
ATL,LAX,0.5714285714285714,441
ATL,LEX,0.35864978902953587,237
ATL,LFT,0.39080459770114945,87
ATL,LGA,0.46229508196721314,915
ATL,LIT,0.4304932735426009,223
ATL,LWB,0.3225806451612903,31
ATL,LYH,0.4067796610169492,59
ATL,MCI,0.3425925925925926,324
ATL,MCO,0.4910025706940874,778
ATL,MDT,0.42016806722689076,119
ATL,MDW,0.41959798994974873,398
ATL,MEI,0.3793103448275862,58
ATL,MEM,0.4721549636803874,413
ATL,MGM,0.37117903930131,229
ATL,MHT,0.41935483870967744,31
ATL,MIA,0.4042145593869732,522
ATL,MKE,0.4375,336
ATL,MLB,0.39855072463768115,138
ATL,MLI,0.5648854961832062,131
ATL,MLU,0.45121951219512196,82
ATL,MOB,0.3861788617886179,246
ATL,MSN,0.41935483870967744,31
ATL,MSP,0.5021645021645021,462
ATL,MSY,0.38,450
ATL,MTJ,0.38461538461538464,13
ATL,MYR,0.34459459459459457,148
ATL,OAJ,0.4444444444444444,135
ATL,OKC,0.42045454545454547,176
ATL,OMA,0.5342465753424658,146
ATL,ONT,0.8333333333333334,24
ATL,ORD,0.45440494590417313,647
ATL,ORF,0.4292929292929293,198
ATL,PBI,0.47435897435897434,390
ATL,PDX,0.5348837209302325,86
ATL,PHF,0.4276729559748428,318
ATL,PHL,0.35233160621761656,579
ATL,PHX,0.4740061162079511,327
ATL,PIT,0.3723404255319149,376
ATL,PNS,0.36363636363636365,330
ATL,PVD,0.4318181818181818,88
ATL,PWM,0.20454545454545456,44
ATL,RDU,0.4168564920273349,439
ATL,RIC,0.3812316715542522,341
ATL,ROA,0.3728813559322034,118
ATL,ROC,0.35046728971962615,214
ATL,RSW,0.38746438746438744,351
ATL,SAN,0.49673202614379086,153
ATL,SAT,0.3932926829268293,328
ATL,SAV,0.46417445482866043,321
ATL,SBN,0.3157894736842105,57
ATL,SDF,0.4564102564102564,195
ATL,SEA,0.5076142131979695,197
ATL,SFO,0.6707818930041153,243
ATL,SGF,0.36363636363636365,88
ATL,SHV,0.4013605442176871,147
ATL,SJC,0.7037037037037037,27
ATL,SJU,0.40217391304347827,184
ATL,SLC,0.657258064516129,248
ATL,SMF,0.47058823529411764,51
ATL,SNA,0.32857142857142857,140
ATL,SRQ,0.37398373983739835,246
ATL,STL,0.37900874635568516,343
ATL,STT,0.5588235294117647,34
ATL,STX,0.75,4
ATL,SWF,0.6129032258064516,31
ATL,SYR,0.5630252100840336,119
ATL,TLH,0.4198473282442748,262
ATL,TPA,0.44426229508196724,610
ATL,TRI,0.36363636363636365,220
ATL,TUL,0.5102040816326531,147
ATL,TUS,0.7017543859649122,57
ATL,TYS,0.32608695652173914,276
ATL,UTM,0.2222222222222222,18
ATL,VLD,0.3333333333333333,87
ATL,VPS,0.3979933110367893,299
ATL,XNA,0.3776223776223776,143
ATW,ATL,0.5161290322580645,31
ATW,DEN,0.4444444444444444,27
ATW,DTW,0.22627737226277372,137
ATW,MSP,0.28125,32
ATW,ORD,0.2847682119205298,151
AUS,ATL,0.29213483146067415,178
AUS,BNA,0.6964285714285714,56
AUS,BOS,0.5483870967741935,31
AUS,BWI,0.8142857142857143,70
AUS,CLT,0.2247191011235955,89
AUS,DAL,0.5963302752293578,327
AUS,DEN,0.445,200
AUS,DFW,0.2039911308203991,451
AUS,DTW,0.15151515151515152,33
AUS,ELP,0.6129032258064516,93
AUS,EWR,0.4266666666666667,75
AUS,FLL,0.5645161290322581,62
AUS,HOU,0.6170212765957447,141
AUS,HRL,0.2903225806451613,31
AUS,IAD,0.0967741935483871,31
AUS,IAH,0.32051282051282054,312
AUS,JFK,0.3277310924369748,119
AUS,LAS,0.6739130434782609,92
AUS,LAX,0.4513888888888889,144
AUS,LBB,0.6071428571428571,56
AUS,LGB,0.5806451612903226,31
AUS,MCO,0.5079365079365079,63
AUS,MDW,0.6949152542372882,59
AUS,MEM,0.42105263157894735,57
AUS,MSP,0.44,25
AUS,OAK,0.9032258064516129,31
AUS,ORD,0.3448275862068966,174
AUS,PHX,0.425531914893617,235
AUS,SAN,0.5967741935483871,62
AUS,SEA,0.4838709677419355,31
AUS,SFO,0.4065934065934066,91
AUS,SJC,0.3333333333333333,105
AUS,SLC,0.4852941176470588,68
AUS,TPA,0.7741935483870968,31
AVL,ATL,0.4115384615384615,260
AVL,DTW,0.3870967741935484,31
AVL,EWR,0.22580645161290322,31
AVL,IAH,0.5517241379310345,29
AVL,MCO,0.5384615384615384,13
AVL,ORD,0.3709677419354839,62
AVP,DTW,0.4588235294117647,85
AVP,JFK,1.0,1
AVP,ORD,0.40707964601769914,113
AZO,DTW,0.2892561983471074,121
AZO,MSP,0.16129032258064516,31
AZO,ORD,0.24175824175824176,91
BDL,ATL,0.4606741573033708,178
BDL,BNA,0.3870967741935484,31
BDL,BWI,0.6157205240174672,229
BDL,CLT,0.41134751773049644,141
BDL,CVG,0.32323232323232326,99
BDL,DCA,0.25217391304347825,115
BDL,DEN,0.8064516129032258,31
BDL,DFW,0.45652173913043476,92
BDL,DTW,0.36936936936936937,111
BDL,EWR,0.2,25
BDL,FLL,0.4492753623188406,138
BDL,IAD,0.21311475409836064,122
BDL,JFK,0.41935483870967744,31
BDL,LAS,1.0,31
BDL,MCO,0.5142857142857142,210
BDL,MDW,0.631578947368421,95
BDL,MIA,0.3225806451612903,62
BDL,MSP,0.5769230769230769,52
BDL,ORD,0.2952029520295203,271
BDL,PBI,0.5483870967741935,31
BDL,PHL,0.22580645161290322,31
BDL,RDU,0.43243243243243246,37
BDL,RSW,0.5714285714285714,14
BDL,SJU,0.2903225806451613,31
BDL,TPA,0.5416666666666666,72
BET,ANC,0.5476190476190477,84
BFL,DEN,0.22580645161290322,31
BFL,LAX,0.4482758620689655,58
BFL,PHX,0.11578947368421053,95
BFL,SBP,1.0,1
BFL,SFO,0.5384615384615384,91
BGM,DTW,0.44594594594594594,74
BGR,DTW,0.4838709677419355,31
BGR,LGA,1.0,1
BHM,ATL,0.3769633507853403,382
BHM,BNA,0.75,60
BHM,BWI,0.6781609195402298,87
BHM,DAL,0.7303370786516854,89
BHM,DEN,0.3404255319148936,47
BHM,DFW,0.12222222222222222,90
BHM,DTW,0.22988505747126436,87
BHM,HOU,0.6290322580645161,62
BHM,IAH,0.3128205128205128,195
BHM,JAX,0.8387096774193549,31
BHM,LAS,0.8387096774193549,31
BHM,LGA,0.14,50
BHM,MCO,0.6825396825396826,63
BHM,MDW,0.639344262295082,61
BHM,MEM,0.2972972972972973,74
BHM,MIA,0.11290322580645161,62
BHM,MSY,0.7857142857142857,56
BHM,ORD,0.23076923076923078,65
BHM,PHX,0.6129032258064516,31
BHM,SDF,0.8205128205128205,39
BHM,STL,0.6451612903225806,31
BHM,TPA,0.6190476190476191,63
BIL,DEN,0.2878787878787879,132
BIL,MSP,0.5,28
BIL,SLC,0.19863013698630136,146
BIS,DEN,0.4369747899159664,119
BIS,MSP,0.5034965034965035,143
BIS,ORD,0.3548387096774194,31
BIS,SLC,0.2903225806451613,31
BKG,ATL,0.24074074074074073,54
BKG,DEN,0.0,2
BKG,MCO,0.0,4
BLI,LAS,0.34615384615384615,26
BMI,ATL,0.48497854077253216,233
BMI,DFW,0.3225806451612903,31
BMI,DTW,0.3870967741935484,31
BMI,MCO,0.47058823529411764,17
BMI,MSP,0.41935483870967744,31
BMI,ORD,0.27419354838709675,62
BNA,ATL,0.4729241877256318,277
BNA,AUS,0.625,56
BNA,BDL,0.8387096774193549,31
BNA,BHM,0.8833333333333333,60
BNA,BWI,0.7165775401069518,187
BNA,CLE,0.7419354838709677,62
BNA,CLT,0.21965317919075145,173
BNA,CMH,0.7142857142857143,56
BNA,CVG,0.2708333333333333,48
BNA,DCA,0.1048951048951049,143
BNA,DEN,0.6640625,128
BNA,DFW,0.19665271966527198,239
BNA,DTW,0.5112359550561798,178
BNA,ECP,0.5967741935483871,62
BNA,EWR,0.38271604938271603,162
BNA,FLL,0.6935483870967742,62
BNA,HOU,0.7711864406779662,118
BNA,IAD,0.36666666666666664,30
BNA,IAH,0.31,200
BNA,JAX,0.6896551724137931,87
BNA,LAS,0.75,84
BNA,LAX,0.6703296703296703,91
BNA,LGA,0.3284671532846715,137
BNA,MCI,0.7816091954022989,87
BNA,MCO,0.717741935483871,124
BNA,MDW,0.6567164179104478,201
BNA,MEM,0.2840909090909091,88
BNA,MIA,0.3870967741935484,93
BNA,MSP,0.43564356435643564,101
BNA,MSY,0.7386363636363636,88
BNA,ORD,0.344311377245509,334
BNA,ORF,0.7741935483870968,31
BNA,PHL,0.6721311475409836,61
BNA,PHX,0.8225806451612904,62
BNA,RDU,0.7394957983193278,119
BNA,SAN,0.9354838709677419,31
BNA,SAT,0.8035714285714286,56
BNA,SLC,0.45161290322580644,31
BNA,STL,0.625,56
BNA,TPA,0.7983193277310925,119
BOI,DEN,0.4622222222222222,225
BOI,GEG,0.5862068965517241,87
BOI,LAS,0.7903225806451613,62
BOI,LAX,0.5185185185185185,54
BOI,MSP,0.3333333333333333,12
BOI,OAK,0.5806451612903226,62
BOI,ORD,0.48333333333333334,60
BOI,PDX,0.7857142857142857,56
BOI,PHX,0.45161290322580644,62
BOI,RNO,0.5535714285714286,56
BOI,SEA,0.6724137931034483,58
BOI,SFO,0.4838709677419355,124
BOI,SLC,0.4068965517241379,290
BOS,ATL,0.42857142857142855,448
BOS,AUS,0.5483870967741935,31
BOS,BUF,0.5857142857142857,70
BOS,BWI,0.377326565143824,591
BOS,CAK,0.5161290322580645,31
BOS,CLE,0.43529411764705883,85
BOS,CLT,0.3654390934844193,353
BOS,CVG,0.4215686274509804,102
BOS,DCA,0.28662420382165604,785
BOS,DEN,0.4553191489361702,235
BOS,DFW,0.3347826086956522,230
BOS,DTW,0.4975124378109453,201
BOS,EWR,0.49238578680203043,197
BOS,FLL,0.6058823529411764,170
BOS,IAD,0.3505747126436782,348
BOS,IAH,0.6538461538461539,156
BOS,JAX,0.6451612903225806,31
BOS,JFK,0.35766423357664234,548
BOS,LAS,0.40384615384615385,52
BOS,LAX,0.4320388349514563,206
BOS,LGA,0.20125786163522014,795
BOS,LGB,0.782608695652174,23
BOS,MCO,0.4489795918367347,294
BOS,MDW,0.4413793103448276,145
BOS,MEM,0.425531914893617,47
BOS,MIA,0.39631336405529954,217
BOS,MKE,0.3448275862068966,145
BOS,MSP,0.5862068965517241,145
BOS,MSY,0.4838709677419355,31
BOS,ORD,0.3248031496062992,508
BOS,PBI,0.5923566878980892,157
BOS,PDX,0.4838709677419355,31
BOS,PHF,0.3225806451612903,31
BOS,PHL,0.30864197530864196,567
BOS,PHX,0.49079754601226994,163
BOS,PIT,0.5,74
BOS,RDU,0.3277310924369748,238
BOS,RIC,0.45,60
BOS,RSW,0.43023255813953487,172
BOS,SAN,0.5777777777777777,45
BOS,SEA,0.48333333333333334,60
BOS,SFO,0.5088495575221239,226
BOS,SJC,0.46153846153846156,26
BOS,SJU,0.4838709677419355,93
BOS,SLC,0.5178571428571429,56
BOS,SRQ,0.5142857142857142,35
BOS,STL,0.6451612903225806,62
BOS,STT,0.42857142857142855,14
BOS,TPA,0.5596330275229358,109
BQK,ATL,0.25287356321839083,87
BQN,EWR,0.4642857142857143,28
BQN,JFK,0.41025641025641024,78
BQN,MCO,0.41935483870967744,31
BRO,DFW,0.3064516129032258,62
BRO,IAH,0.20689655172413793,145
BRW,ANC,0.3684210526315789,38
BRW,FAI,0.7666666666666667,30
BTM,SLC,0.35,60
BTR,ATL,0.35874439461883406,223
BTR,DFW,0.2540983606557377,244
BTR,IAH,0.16822429906542055,214
BTR,MEM,0.3684210526315789,57
BTV,CLE,0.6363636363636364,44
BTV,DTW,0.5753424657534246,73
BTV,EWR,0.37333333333333335,75
BTV,IAD,0.34375,64
BTV,JFK,0.3652694610778443,167
BTV,MCO,0.11538461538461539,26
BTV,ORD,0.4189189189189189,74
BUF,ATL,0.42386831275720166,243
BUF,BOS,0.32857142857142857,70
BUF,BWI,0.7942857142857143,175
BUF,CLE,0.2,5
BUF,CLT,0.3157894736842105,114
BUF,DTW,0.43137254901960786,153
BUF,EWR,0.4,15
BUF,FLL,0.543859649122807,57
BUF,IAD,0.43859649122807015,57
BUF,JFK,0.3231707317073171,328
BUF,LAS,0.8387096774193549,31
BUF,MCO,0.5581395348837209,129
BUF,MDW,0.8135593220338984,118
BUF,MSP,0.35714285714285715,14
BUF,ORD,0.38372093023255816,258
BUF,PHL,0.23076923076923078,52
BUF,PHX,0.7741935483870968,31
BUF,RSW,0.15384615384615385,26
BUF,TPA,0.8225806451612904,62
BUR,DEN,0.43548387096774194,62
BUR,DFW,0.23931623931623933,117
BUR,JFK,0.40540540540540543,74
BUR,LAS,0.6871508379888268,358
BUR,OAK,0.5813333333333334,375
BUR,PHX,0.49441340782122906,358
BUR,SEA,0.37362637362637363,91
BUR,SFO,0.563953488372093,172
BUR,SJC,0.6167400881057269,227
BUR,SLC,0.36666666666666664,90
BUR,SMF,0.6233183856502242,223
BWI,ABQ,0.8717948717948718,39
BWI,ALB,0.7361111111111112,144
BWI,ATL,0.30812854442344045,529
BWI,AUS,0.8285714285714286,70
BWI,BDL,0.75,228
BWI,BHM,0.8275862068965517,87
BWI,BNA,0.7379679144385026,187
BWI,BOS,0.40472175379426645,593
BWI,BUF,0.8238636363636364,176
BWI,CLE,0.7022900763358778,131
BWI,CLT,0.4155844155844156,308
BWI,CMH,0.7430555555555556,144
BWI,CVG,0.4222222222222222,45
BWI,DAY,0.26744186046511625,86
BWI,DEN,0.5063291139240507,237
BWI,DFW,0.3611111111111111,180
BWI,DTW,0.60546875,256
BWI,ECP,0.7096774193548387,62
BWI,EWR,0.3953488372093023,86
BWI,FLL,0.5990990990990991,222
BWI,GRR,0.2786885245901639,61
BWI,HOU,0.8068181818181818,88
BWI,HSV,0.24193548387096775,62
BWI,IAH,0.5460992907801419,141
BWI,IND,0.5486111111111112,144
BWI,ISP,0.7986577181208053,149
BWI,JAN,0.7692307692307693,39
BWI,JAX,0.6494252873563219,174
BWI,JFK,0.6875,32
BWI,LAS,0.7865168539325843,89
BWI,LAX,0.5161290322580645,62
BWI,LGA,0.7956989247311828,93
BWI,LIT,0.8064516129032258,31
BWI,MCI,0.7590361445783133,83
BWI,MCO,0.5172413793103449,377
BWI,MDW,0.6436170212765957,188
BWI,MEM,0.375,48
BWI,MHT,0.7348837209302326,215
BWI,MIA,0.36363636363636365,88
BWI,MKE,0.5033557046979866,149
BWI,MSP,0.37333333333333335,75
BWI,MSY,0.651685393258427,89
BWI,OKC,0.8064516129032258,31
BWI,ORD,0.3298245614035088,285
BWI,ORF,0.782608695652174,115
BWI,PBI,0.7291666666666666,96
BWI,PHL,0.2909090909090909,55
BWI,PHX,0.710691823899371,159
BWI,PIT,0.8333333333333334,84
BWI,PVD,0.7078189300411523,243
BWI,PWM,0.24193548387096775,62
BWI,RDU,0.7183908045977011,174
BWI,ROC,0.22580645161290322,62
BWI,RSW,0.5565217391304348,115
BWI,SAN,0.819672131147541,61
BWI,SAT,0.8,70
BWI,SDF,0.6931818181818182,88
BWI,SFO,0.1935483870967742,31
BWI,SJU,0.43103448275862066,58
BWI,SLC,0.5287356321839081,87
BWI,SRQ,0.38461538461538464,26
BWI,STL,0.7785714285714286,140
BWI,TPA,0.5932203389830508,236
BZN,ATL,0.46153846153846156,13
BZN,DEN,0.2814814814814815,135
BZN,MSP,0.16666666666666666,30
BZN,ORD,0.5,20
BZN,SFO,0.375,16
BZN,SLC,0.2206896551724138,145
CAE,ATL,0.3569023569023569,297
CAE,DFW,0.3076923076923077,91
CAE,DTW,0.5806451612903226,31
CAE,IAD,0.3416666666666667,120
CAE,IAH,0.26865671641791045,67
CAE,ORD,0.4155844155844156,77
CAK,ATL,0.4261744966442953,298
CAK,BOS,0.5161290322580645,31
CAK,DEN,0.375,56
CAK,DTW,0.4069767441860465,86
CAK,LGA,0.3114754098360656,61
CAK,MCO,0.5609756097560976,41
CAK,MKE,0.46296296296296297,54
CAK,ORD,0.32,75
CAK,RSW,0.15384615384615385,26
CAK,TPA,0.12903225806451613,31
CDC,SLC,0.4909090909090909,55
CDV,ANC,0.13793103448275862,29
CDV,YAK,0.32142857142857145,28
CEC,ACV,0.37037037037037035,27
CEC,SFO,0.5409836065573771,61
CHA,ATL,0.2757201646090535,243
CHA,DFW,0.45161290322580644,31
CHA,DTW,0.1935483870967742,31
CHA,ORD,0.3620689655172414,58
CHO,ATL,0.2413793103448276,87
CHS,ATL,0.29372937293729373,303
CHS,CLT,0.32653061224489793,147
CHS,DFW,0.1956521739130435,92
CHS,DTW,0.33962264150943394,53
CHS,EWR,0.4777777777777778,90
CHS,IAD,0.26229508196721313,61
CHS,IAH,0.4864864864864865,74
CHS,LGA,0.15625,32
CHS,MIA,0.1935483870967742,62
CHS,ORD,0.3225806451612903,93
CIC,SFO,0.4083333333333333,120
CID,DEN,0.40425531914893614,47
CID,DFW,0.3958333333333333,144
CID,DTW,0.16666666666666666,84
CID,MSP,0.449438202247191,89
CID,ORD,0.3185840707964602,113
CLD,LAX,0.4049079754601227,163
CLE,ALB,0.39805825242718446,103
CLE,ATL,0.4605809128630705,241
CLE,BNA,0.5573770491803278,61
CLE,BOS,0.29069767441860467,86
CLE,BTV,0.5111111111111111,45
CLE,BUF,0.0,5
CLE,BWI,0.6666666666666666,132
CLE,CLT,0.2512820512820513,195
CLE,CMH,0.0,2
CLE,CVG,0.3793103448275862,58
CLE,DAY,0.23636363636363636,55
CLE,DCA,0.2891566265060241,83
CLE,DEN,0.5742574257425742,101
CLE,DFW,0.44221105527638194,199
CLE,DTW,0.2734375,128
CLE,EWR,0.39080459770114945,174
CLE,FLL,0.47058823529411764,51
CLE,GRB,0.4807692307692308,52
CLE,GRR,0.4230769230769231,78
CLE,GSP,0.3793103448275862,29
CLE,IAD,0.5362318840579711,69
CLE,IAH,0.4032258064516129,186
CLE,IND,0.28125,32
CLE,JAX,0.29411764705882354,17
CLE,JFK,0.40789473684210525,76
CLE,LAS,0.6106194690265486,113
CLE,LAX,0.6477272727272727,88
CLE,LGA,0.2621951219512195,164
CLE,MCI,0.3333333333333333,105
CLE,MCO,0.42857142857142855,91
CLE,MDW,0.651685393258427,178
CLE,MEM,0.3855421686746988,83
CLE,MHT,0.40860215053763443,93
CLE,MIA,0.3258426966292135,89
CLE,MKE,0.31313131313131315,99
CLE,MSN,0.4,25
CLE,MSP,0.3005464480874317,183
CLE,MSY,0.24,25
CLE,ORD,0.4209245742092457,411
CLE,ORF,0.35714285714285715,56
CLE,PBI,0.22580645161290322,31
CLE,PHL,0.38461538461538464,52
CLE,PHX,0.5857142857142857,70
CLE,PVD,0.49122807017543857,57
CLE,PWM,0.34615384615384615,26
CLE,RDU,0.09090909090909091,11
CLE,RIC,0.4583333333333333,72
CLE,ROC,0.44,75
CLE,RSW,0.30434782608695654,46
CLE,SAN,0.7142857142857143,14
CLE,SDF,0.2708333333333333,48
CLE,SEA,0.8,15
CLE,SFO,0.5813953488372093,43
CLE,SJU,0.6666666666666666,6
CLE,STL,0.47368421052631576,57
CLE,SYR,0.3076923076923077,13
CLE,TPA,0.3728813559322034,59
CLE,TYS,0.37037037037037035,27
CLL,DFW,0.3225806451612903,31
CLT,ABE,0.2903225806451613,31
CLT,ALB,0.3,60
CLT,ATL,0.3489827856025039,639
CLT,AUS,0.4044943820224719,89
CLT,BDL,0.5106382978723404,141
CLT,BNA,0.31213872832369943,173
CLT,BOS,0.42492917847025496,353
CLT,BUF,0.4298245614035088,114
CLT,BWI,0.41883116883116883,308
CLT,CHS,0.42857142857142855,147
CLT,CLE,0.38461538461538464,195
CLT,CVG,0.3333333333333333,192
CLT,DAB,0.38461538461538464,13
CLT,DCA,0.3359375,256
CLT,DEN,0.5234899328859061,149
CLT,DFW,0.36666666666666664,420
CLT,DTW,0.3557312252964427,253
CLT,EWR,0.4456066945606695,478
CLT,FAY,0.1935483870967742,31
CLT,FLL,0.5252100840336135,238
CLT,GSO,0.2903225806451613,62
CLT,IAD,0.3235294117647059,238
CLT,IAH,0.38596491228070173,399
CLT,ILM,0.3157894736842105,152
CLT,IND,0.18518518518518517,27
CLT,JAX,0.29441624365482233,197
CLT,JFK,0.3582089552238806,201
CLT,LAS,0.42857142857142855,147
CLT,LAX,0.43859649122807015,114
CLT,LGA,0.48448687350835323,419
CLT,LIT,0.3333333333333333,36
CLT,MCI,0.45977011494252873,87
CLT,MCO,0.5324232081911263,293
CLT,MDT,0.32941176470588235,85
CLT,MEM,0.4174757281553398,206
CLT,MHT,0.3448275862068966,29
CLT,MIA,0.5239616613418531,313
CLT,MSP,0.37593984962406013,133
CLT,MSY,0.3305084745762712,118
CLT,MYR,0.29133858267716534,127
CLT,ORD,0.47489539748953974,478
CLT,ORF,0.29310344827586204,116
CLT,PBI,0.45454545454545453,176
CLT,PHL,0.4825174825174825,286
CLT,PHX,0.6363636363636364,253
CLT,PIT,0.2894736842105263,266
CLT,PNS,0.42857142857142855,7
CLT,PVD,0.43661971830985913,142
CLT,PWM,0.25806451612903225,31
CLT,RDU,0.42745098039215684,255
CLT,RIC,0.3625,160
CLT,ROC,0.45161290322580644,31
CLT,RSW,0.49707602339181284,171
CLT,SAN,0.5185185185185185,54
CLT,SAT,0.3132530120481928,83
CLT,SAV,0.2903225806451613,62
CLT,SDF,0.2978723404255319,94
CLT,SEA,0.5483870967741935,62
CLT,SFO,0.5615384615384615,130
CLT,SJU,0.5185185185185185,81
CLT,SRQ,0.30434782608695654,23
CLT,STL,0.3559322033898305,118
CLT,STT,0.2857142857142857,35
